"Noticia (link)","Fecha","Cuerpo de Noticia"
"https://www.facebook.com/Cadena3Argentina/posts/3664504500244154","11/06","
cadena3.com
Ola de asaltos con baleados en pocas horas en Córdoba
Cadena 3 Argentina
2 minutos

Un joven comerciante de Parque Siquiman, en el valle de Punilla, entre Villa Carlos Paz y Bialet Massé, pasó a engrosar la lista de personas baleadas en la seguidilla de violentos asaltos que en las últimas jornadas han enlutado a los cordobeses.

El episodio más grave, como se sabe, fue el asesinato en la madrugada del miércoles en barrio Congreso de la joven madre Silvia Apaza, muerta de un balazo en la cabeza cuando caminaba hacia la parada del colectivo para ir a trabajar.

También este mismo miércoles a la noche, en barrio Los Paraísos de la ciudad de Córdoba, fue baleado en la ingle Héctor Gómez, de 19 años, cuando se resistió al robo de su teléfono celular.

Este muchacho está internado, fuera de peligro, en el Hospital de Urgencias.

Casi a la misma hora de ese ataque, en Siquiman fue asaltado cuando llegaba a su domicilio en Río Yuspe y Las Bajadas Jonatan Ribulgo, de 32 años.

Lo hizo en su automóvil, acompañado de su esposa y los pequeños hijos del matrimonio.

En esas circunstancias, un desconocido intentó reducirlo bajo amenazas de un arma de fuego.

Ribulgo, quien recientemente se instaló al frente de una panadería en esa localidad, habría hecho algún movimiento que fue interpretado por el delincuente como un intento de resistencia, por lo que le efectuó un balazo a quemarropa.

El tiro le impactó en la ingle, provocándole una perforación en la vena femoral de la pierna derecha, por lo que comenzó a perder abundante sangre. 

Casi agonizante, llegó al Hospital Domingo Funes, donde después de una operación para extraerle el proyectil consiguieron estabilizarlo.

De los ladrones, por el momento, nadie sabe nada.

Vecinos de Siquiman, entre tanto, se movilizaron en la noche de este jueves en reclamo de mayor seguridad.

Informe de Carlos Castro Torres

cadena3.com
Ola de asaltos con baleados en pocas horas en Córdoba
Cadena 3 Argentina
2 minutos

Un joven comerciante de Parque Siquiman, en el valle de Punilla, entre Villa Carlos Paz y Bialet Massé, pasó a engrosar la lista de personas baleadas en la seguidilla de violentos asaltos que en las últimas jornadas han enlutado a los cordobeses.

El episodio más grave, como se sabe, fue el asesinato en la madrugada del miércoles en barrio Congreso de la joven madre Silvia Apaza, muerta de un balazo en la cabeza cuando caminaba hacia la parada del colectivo para ir a trabajar.

También este mismo miércoles a la noche, en barrio Los Paraísos de la ciudad de Córdoba, fue baleado en la ingle Héctor Gómez, de 19 años, cuando se resistió al robo de su teléfono celular.

Este muchacho está internado, fuera de peligro, en el Hospital de Urgencias.

Casi a la misma hora de ese ataque, en Siquiman fue asaltado cuando llegaba a su domicilio en Río Yuspe y Las Bajadas Jonatan Ribulgo, de 32 años.

Lo hizo en su automóvil, acompañado de su esposa y los pequeños hijos del matrimonio.

En esas circunstancias, un desconocido intentó reducirlo bajo amenazas de un arma de fuego.

Ribulgo, quien recientemente se instaló al frente de una panadería en esa localidad, habría hecho algún movimiento que fue interpretado por el delincuente como un intento de resistencia, por lo que le efectuó un balazo a quemarropa.

El tiro le impactó en la ingle, provocándole una perforación en la vena femoral de la pierna derecha, por lo que comenzó a perder abundante sangre. 

Casi agonizante, llegó al Hospital Domingo Funes, donde después de una operación para extraerle el proyectil consiguieron estabilizarlo.

De los ladrones, por el momento, nadie sabe nada.

Vecinos de Siquiman, entre tanto, se movilizaron en la noche de este jueves en reclamo de mayor seguridad.

Informe de Carlos Castro Torres
"
"https://www.facebook.com/eldocetv/posts/3168702283166081","11/06","Parque Siquiman: entraron a robarle a su casa, le dispararon y está en terapia intensiva
La herida de bala provocó que le reventaran una arteria. Sobrevivió de milagro, pero pelea por su vida.
Por: Leonela DovoJueves 11 de Junio de 2020
 villa-parque-siquiman
Llegaron en febrero a Síquiman en busca de seguridad.
Eran alrededor de las 20 del miércoles, cuando una pareja llegó a su casa después de cerrar la panadería en Villa Parque Siquiman. Pero la tranquilidad de la cuarentena por la pandemia se vio opacada por la inseguridad que se vive a diario en la provincia de Córdoba.

Delincuentes los sorprendieron cuando estaban guardando el auto en la vivienda y le dispararon al hombre causándole una grave herida en la zona de la ingle. Fue trasladado de urgencia al Hospital Domingo Funes, en la localidad de Santa María de Punilla, donde quedó internado en terapia intensiva.

 + MIRÁ MÁS: Detuvieron a un sospechoso por el crimen de Silvia Apaza

""Fue un segundo. Mi marido me grita que nos encerremos con mis hijos. Yo no llego a cerrar nada, me voy al baño con los dos nenes. Vuelvo a salir porque no quería dejarlo solo. El delincuente lo tenía agarrado del cuello y le apuntaba con el arma. Me encierro otra vez y ya no vi nada más hasta que escucho el disparo"", relató consternada su mujer Ayelén, en diálogo con ElDoce.tv.

Al salir, encuentra a su pareja ensangrentada y tirada en la calle. Vecinos médicos lo asistieron y le realizaron los primeros auxilios. ""Perdió mucha sangre y le pusieron un bypass para unir la arteria que le reventaron"", relató. Se encuentra peleando por su vida, con asistencia respiratoria y sedado.

Huir de la inseguridad en busca de paz

Ayelén contó a este medio que en febrero llegaron a Villa Parque Síquiman. Son oriundos de Buenos Aires y cansados de los hechos de inseguridad, decidieron emprender un nuevo camino en Córdoba. Sin embargo, la vida los golpea de este manera: ""Jamás nos sucedió algo así y nos viene a pasar acá"".

+ VIDEO: los vecinos claman por su seguridad:"
"https://www.facebook.com/LaVoz.com.ar/posts/10157541198090829","11/06","
lavoz.com.ar
Mirar de reojo en las calles del miedo: así se vive hoy en Córdoba con el delito sin cuarentena | La Voz
Claudio Gleser Jueves 11 de junio de 2020 - 10:51 | Actualizado: 11/06/2020 - 12:19
3-4 minutos

En una ruleta rusa. En eso parece haberse convertido el moverse por las calles de la ciudad de Córdoba.

Hemos aprendido a vivir y a andar con la latente sensación de que en cualquier momento se puede ser víctima de delincuentes. Y la sensación tiene asidero y sustento allí, en quienes vienen cayendo víctimas, por goteo, de una seguidilla delictiva que ha vuelto y mete miedo.

Los casos empezaron a registrarse de manera sistemática y cruda, aunque se le intente bajar el perfil durante esta pandemia.

El riesgo no late sólo de noche. En cualquier hogar ya se sabe que en cualquier momento del día se puede terminar siendo apuntado por el caño de un arma.

Volver a casa, meter el auto o sacarlo, andar con la moto por la calle, pararse en el semáforo, ir con barbijo caminando o esperar el colectivo son algunas de las actividades cotidianas que se han vuelto a convertir en situaciones de riesgo latente en las calles del miedo.

La inseguridad en Córdoba volvió a pegar feo donde más duele.

La última víctima fatal fue Silvia Apaza (31), madre de dos niños. El miércoles se levantó a las 5 para ir a trabajar como empleada de limpieza. Camino a la parada del colectivo, terminó muerta de un balazo en Santa Isabel, sur de Córdoba. La zona, como tantas otras de la Capital, una boca de lobo por las luces que no andan y una Policía que no se ve.

    El asesinato de Silvia Apaza

Silvia es la quinta víctima fatal de motochoros en la Capital en estos seis meses del año (tres en cuarentena). La realidad es más seria si vemos que en total suman 10 las víctimas fatales por inseguridad en toda la provincia. 

El delito se respira mal en varias barriadas. Hoy, lo sufren en la zona donde mataron a Silvia.

Pero lo padecen también en Villa Azalais, donde tardes atrás motochoros mataron a Loriana Tissera (14) y luego le manotearon el celular; en Villa El Libertador, donde ejecutaron a Leonardo Herrera; en Estación Flores, donde ultimaron a Fabián Oromé; en Quebrada de las Rosas, donde fusilaron a Carlos Barato. Sólo para citar algunas víctimas fatales de los últimos meses.

La ola delictiva se disparó otra vez. Lo saben en San Roque, donde motochoros atacaron días atrás a un matrimonio, sin saber que eran policías de civil. Todo derivó en una persecución y uno de los ladrones cayó muerto, el otro herido. Lo padecen en Alta Córdoba, donde otro asaltante terminó con un disparo al asaltar a un guardiacárcel.

Tan herido terminó ese ladrón como lesionados terminaron dos jubilados asaltados en Ameghino. La mujer tuvo que hacerse la muerta para que dejen de pegarle. Ameghino, ese barrio donde otro jubilado terminó en el hospital por un ataque de ""rompepuertas"". En Alberdi aún se preguntan dónde están los ladrones que golpearon feo a una mujer que días atrás se bajaba del colectivo. En Panamericano, no saben qué fue de los motochoros que balearon a un delivery.

Son las calles de Córdoba, donde hemos aprendido a mirar de reojo por la espalda. Son las calles del miedo, donde el delito dejó de estar en cuarentena. 

Como si la situación no fuera seria, ya hay una preocupación que se analiza en varios despachos: qué va a pasar con esta Córdoba en fase 4 de cuarentena. Qué va a ser del delito con tanta gente otra vez vuelta a las calles con la progresiva vuelta a la nueva normalidad.

La Policía tiene nuevas órdenes: aflojarle a los controles en calles y puentes, levantar los conos y volver a los barrios a patrullar.
"
"https://www.facebook.com/LaVoz.com.ar/posts/10157541539905829","11/06","
lavoz.com.ar
Córdoba: lo asaltaron entre tres y terminó herido de un balazo | La Voz
Redacción LAVOZ Jueves 11 de junio de 2020 - 13:59 | Actualizado: 11/06/2020 - 14:09
2 minutos

Con un disparo en el abdomen terminó un joven tras ser asaltado por tres delincuentes, uno de ellos armado, en barrio Los Paraísos, en la zona norte de la ciudad de Córdoba.

La víctima, Héctor Gómez (19), debió ser trasladado al Hospital de Urgencias, donde fue atendido por los profesionales médicos. Quedó internado.

Tras arrebatarle un celular, los ladrones escaparon corriendo.

No hay personas detenidas por el episodio sucedido en los primeros minutos del jueves.

Sucedió a la altura de la calle Eduardo Marquina al 2500, en Los Paraísos, por donde iba caminando Gómez.

El muchacho relató que se dirigía hacia su domicilio cuando fue rodeado por varios ladrones que no le dieron escapatoria y le exigieron las pertenencias que llevaba.

Durante el forcejeo para quitarle el teléfono, le efectuaron un disparo desde corta distancia. El proyectil le dio en la pelvis.

Mientras la víctima quedó tirada en la calle, los delincuentes escaparon a toda velocidad. 

Gómez alcanzó a llegar hasta su casa, donde pidió ayuda. 

El caso se conoce a pocas horas del terrible asesinato de Silvia Apaza, la joven madre que fue baleada en la cabeza en la zona sur de Córdoba durante un asalto callejero.
"
"https://www.facebook.com/DiarioPuntal/posts/3354594747924986","14/06","Hubo múltiples incendios, en una jornada hostil para los bomberos
Entre Río Cuarto y Holmberg se quemaron unas 480 hectáreas de campo. Además se registró un foco de difícil control en la zona rural de Olaeta. En la ciudad contabilizaron al menos 17 intervenciones
15 DE JUNIO DE 2020 - 09:18
Seis cuarteles trabajaron por un incendio originado cerca de Olaeta.
Seis cuarteles trabajaron por un incendio originado cerca de Olaeta.
El viento intenso que predominó durante todo el domingo, con ráfagas cercanas a los 60 kilómetros por hora, transformó a la de ayer en una jornada hostil para los bomberos de la región, que lidiaron con múltiples incendios.

  

 
Al menos tres fueron los focos más complicados, en zonas rurales: uno originado cerca de Olaeta, otro entre Río Cuarto y Holmberg y el restante, al sur de Sampacho.

El Ministerio de Seguridad provincial había anticipado que el riesgo de incendios forestales sería extremo. Para hoy se esperan condiciones similares.

Guillermo Rafti, jefe del cuartel de Bomberos de Río Cuarto, indicó que en la ciudad llevaban hasta anoche 17 intervenciones.

Además del trabajo cerca de Holmberg, señaló otros frentes complejos en el camino a La Gilda y en inmediaciones del country Riverside.

En diálogo con Puntal, Rafti recalcó que el fuerte viento, y constante durante toda la jornada, fue el factor que más complicó para poder controlar los diferentes focos que se les fueron presentando desde las 11 de la mañana.

480 hectáreas quemadas

En el límite entre Río Cuarto y Holmberg se quemaron aproximadamente 480 hectáreas.

Las llamas arrasaron con rastrojos de maíz y de soja, pastizales, postes del tendido eléctrico y alambrados. El origen del foco no pudo ser determinado.

Intervinieron en ese caso cuatro dotaciones de bomberos de Santa Catalina, tres de Río Cuarto, una de Alcira Gigena y otra del cuartel de Carnerillo.

Rafti destacó también el aporte de los productores de la zona con maquinarias para realizar cortafuegos, que por momentos fueron salteados por las llamas debido al fuerte viento.

Olaeta

Otro foco de magnitud se declaró ayer al mediodía en la zona rural de Olaeta. El fuego comenzó al norte de la ruta provincial E-11, hasta que cruzó hacia el sur del trazado y siguió su propagación por varios campos.

Alrededor de las 13 comenzaron las tareas y a las 18.30 habían logrado contenerlo; sin embargo, hubo reinicios que dificultaron la extinción. Anoche finalmente el incendio quedó controlado y en guardia de cenizas.

En el cuerpo de Bomberos de Olaeta detallaron que el fuego pudo ser frenado a unos dos mil metros del arroyo Chucul.

En su recorrido, las llamas fueron encontrando mucha carga de combustible, advirtieron los brigadistas. De este modo, se quemaron lotes con rastrojos, pastizales y hasta un equipo de riego.

El foco inició en el establecimiento El Palenque, propiedad del intendente de Olaeta, Darío Florit. Según trascendió, la caída de un cable de alta tensión originó el incendio.

Trabajaron cuarteles de las regionales 10 y 5 de la Federación de Bomberos de la provincia.

Se organizaron en dos frentes: desde el norte estuvieron abocados efectivos de Olaeta, Charras y Ucacha; y desde el sur, ingresando por ruta 8, intervinieron Alejandro Roca, Las Higueras y La Carlota. Hacia este último sector avanzaba la cabeza del foco.

Los bomberos resaltaron también la colaboración de los propietarios de los campos. “Ya están preparados para estos casos y con herramientas, más los sistemas de comunicación para ir avisando a los cuarteles, se puede actuar de manera rápida”, subrayó a este diario uno de los integrantes del cuartel de Olaeta.

Por otra parte, la Policía también dispuso operativos de seguridad en toda la zona, principalmente para restringir la circulación vehicular en los tramos de la ruta 11 donde el humo reducía notablemente la visibilidad.

Más casos en la región

A unos cinco kilómetros al sur de Sampacho, en dirección hacia Bulnes, un incendio que comenzó a la vera de la ruta E-86 se propagó en los campos del sector.

Según describieron productores de la zona, las llamas llegaron a recorrer más de tres kilómetros desde el punto de inicio en proximidades del denominado “Bosque de Cinotti”.

Además del personal de Bomberos Voluntarios de Sampacho, asistió una dotación de kit forestal con cinco efectivos pertenecientes al cuartel de Coronel Moldes.

El foco fue declarado alrededor de las 16.30 y después de cuatro horas había sido extinguido.

A su vez, en la zona rural de Huanchilla el fuego quemó unas 50 hectáreas.

En ese hecho las llamas afectaron rastrojo de maíz, rastrojo de soja y maíz en pie.

Cuatro dotaciones conformadas en total por 15 bomberos trabajaron durante tres horas y media para controlar la situación.

"
"https://www.facebook.com/DiarioPuntal/posts/3352649628119498","14/06","Alarma por un incendio en la zona rural de Olaeta
El fuego, originado en un campo con rastrojo de soja, cruzó la ruta 11 y se propagó por varios establecimientos. Trabajaron seis cuarteles de las regionales 10 y 5.
14 DE JUNIO DE 2020 - 21:00
Bomberos de seis cuarteles trabajaron para controlar un incendio originado cerca de Olaeta.
Bomberos de seis cuarteles trabajaron para controlar un incendio originado cerca de Olaeta.

El fuego cruzó la ruta 11 y se propagó por varios campos.
El fuego cruzó la ruta 11 y se propagó por varios campos.

Siguiente
Bomberos de distintas localidades lograron controlar un incendio originado en horas del mediodía en la zona rural de Olaeta. El foco se declaró en un lote con rastrojo de soja, a la altura del kilómetro 91 de la ruta provincial 11.

  

 
Fuentes policiales explicaron que el fuego comenzó en un campo del sector, cruzó la ruta y terminó propagándose a varios establecimientos. En medio de los reinicios, el foco pudo ser controlado esta noche y quedó en guardia de cenizas.


Allí trabajaron bomberos de los cuarteles de Olaeta, Charras, Ucacha, Alejandro Roca, La Carlota y Las Higueras, además de personal policial que dispuso un corte de tránsito en la ruta 11 por la presencia del humo.

Este caso, registrado desde las 13 aproximadamente, ocurre en medio de un índice de riesgo extremo para incendios forestales en toda la provincia de Córdoba. A la sequía del terreno, este domingo se le suman las fuertes ráfagas.


Ministerio de Seguridad
@minsegcba
De acuerdo a las condiciones climáticas actuales existe un riesgo extremo de #incendios forestales en la provincia. 
Ante una emergencia podés contactarte a los números: 
📲Policía 101
📲Bomberos 100
📲0-800-38346 (FUEGO)

Ver imagen en Twitter
22
10:04 - 14 jun. 2020
Información y privacidad de Twitter Ads
19 personas están hablando de esto
Al oeste de Río Cuarto, bomberos de la ciudad en conjunto con personal de Santa Catalina, Carnerillo y Alcira Gigena trabajaron para controlar las llamas originadas en un campo con rastrojo de maíz.

Por otra parte, entre Sampacho y Bulnes también se produjo un incendio de magnitud en la zona rural, y provocó alarma entre los productores agropecuarios.


"
"https://www.facebook.com/DiarioPuntal/posts/3355063587878102","14/06","Una familia perdió todo tras el incendio de su vivienda en Jovita
El siniestro ocurrió en la madrugada de este lunes. Los afectados fueron alojados provisoriamente en la guardería municipal
15 DE JUNIO DE 2020 - 14:06
El incendio se produjo esta madrugada. Hubo pérdidas totales pero no se registraron lesionados.Foto: Cabledigital
El incendio se produjo esta madrugada. Hubo pérdidas totales pero no se registraron lesionados.



Foto: Cabledigital

Un voraz incendio se desató esta madrugada en una vivienda de Jovita, si bien afortunadamente ninguno de los moradores resultó con lesiones, la familia perdió todas sus pertenencias e incluso la estructura de la casa quedó dañada y no pueden volver a habitarla hasta que sea reconstruida.

  

 
Los vecinos fueron quienes dieron aviso a la Policía que se estaba quemando la propiedad ubicada en barrio Norte en calle Los Chañares casi intersección con Bolívar.

De inmediato se comicionan los bomberos en el lugar para sofocar el fuego. Luego de un arduo trabajo lograron controlar el incendio y apagar las llamas pero los daños fueron totales.

Si bien se investigan las causas, las primeras hipótesis marcan que sería un cortocircuito lo que habría originado el inicio del fono ígneo.

El Municipio ya brindó asistencia a los damnificados, que son un matrimonio con dos hijos, quienes fueron alojados provisoriamente en la guardería municipal, mientras se reacondiciona nuevamente la vivienda para que puedan retornar.


  
LO QUE SE LEE AHORA"
"https://www.facebook.com/villamaria.vivo/posts/3119220248145911","14/06","Asaltaron al vecino con un cuchillo y a las 12 horas estaban presos
14/06/2020

Una pareja de Villa Nueva cayó detenida por un robo calificado por el uso de arma blanca. Se los acusa de haber asaltado bajo amenazas a un vecino que vive a pocas cuadras de distancia.

El hombre detenido tienen 38 años y su pareja es una mujer de 24 años. Ambos fueron señalados como los autores de este robo ocurrido en la medianoche del sábado 13 de junio en una vivienda de avenida Libertad al 300 de esa ciudad.



De acuerdo a lo informado por la Policía, un vecino de 54 años de edad fue sorprendido por una pareja que, tras llamar a la puerta de su vivienda, lo amenazó con un arma blanca para robarle dinero en efectivo y mercaderías varias.

Con el caso en mano de los investigadores, se libró una orden de allanamiento para una vivienda de calle Tucumán al 1400, a unas tres cuadras de distancia del domicilio donde se cometió el delito.

En ese lugar, siendo aproximadamente las 12:00 horas de este domingo 14 de junio, personal policial de Villa Nueva se constituyó a los fines de cumplimentar con la orden judicial de allanamiento.

Como resultado de este procedimiento, se secuestró dinero en efectivo y otros objetos relacionados al hecho caratulado como robo calificado.

En el marco de esa misma acción se procedió a la aprehensión del hombre de 38 años y la mujer de 24, acusados de ser los autores del delito mencionado."
"https://www.facebook.com/LaVoz.com.ar/posts/10157554278390829","15/06","
lavoz.com.ar
Rompieron un silo bolsa y a ""baldazos"" se robaron 23 mil kilos de soja | La Voz
Redacción LAVOZ Lunes 15 de junio de 2020 - 22:35
2 minutos

En un robo cuanto menos insólito, un grupo de delincuentes rompió un silo bolsa en un campo ubicado en la localidad de Cruz Alta, en Córdoba, y robó 23 mil kilos de soja valuado en unos 400 mil pesos.

Lo más llamativo del atraco es que los ladrones habrían utilizado un camión que arrimaron cerca del lugar donde estaba guardada la mercadería y utilizando baldes cargaron semejante cantidad de kilos.

""En el lugar hemos detectado las huellas del vehículo y también un montón de baldes que utilizaron supuestamente para cargar toda la soja, a baldazos. Arrimaron el camión y se llevaron todo lo que había en ese silobolsa, no es un hecho vandálico, es un robo"", dijo Jorge Bisio, el productor agropecuario afectado, en diálogo con Cadena 3.

""Hice una exposición en el destacamento local, pero no la denuncia porque hay pronóstico de lluvia y decidí a cargar los granos ya que puedo perder el resto. De lo contrario, tendría que haber dejado todo como está para el peritaje"", explicó.

""Y para ser sincero, una vez que se fue un camión con la soja, no lo encontrás más. Hace 10 años me robaron un tractor nuevo, me cansé de hacer denuncias y nunca tuve noticias"", apuntó el productor a ese medio.
"
"https://www.facebook.com/LaVoz.com.ar/posts/10157555515170829","16/06","
lavoz.com.ar
Córdoba: robaron 80 encomiendas del Correo Argentino y no dan con la banda | La Voz
Redacción LAVOZ Martes 16 de junio de 2020 - 12:24 | Actualizado: 16/06/2020 - 14:38
2 minutos

La Policía investiga el robo de alrededor de 80 encomiendas de la sucursal de Correo Argentino de barrio San Martín, en la ciudad de Córdoba. El episodio sucedió durante el fin de semana largo y por el momento no hay detenidos, ni sospechosos.

Los investigadores analizan filmaciones de cámaras de seguridad, al tiempo que realizan distintas averiguaciones, además de la búsqueda de testigos; en busca de datos que permitan dar con los autores del hecho.

Ana Bazán, la encargada del local de calle Monseñor Pablo Cabrera al 3100, manifestó que se retiró normalmente el pasado viernes a las 15.

Cuando arribó este martes, la mujer observó que la puerta de rejas del ingreso al local que da hacia calloe Zárate se encontraba abierta, presuntamente sin daño.

Al ingresar, notó ya que otra puerta de chapa había sido forzada. 

Los ladrones lograron neutralizar el sistema de alarmas, informaron fuentes oficiales. 

La banda accedió a un depósito de esas oficinas y así se hizo de alrededor de 80 encomiendas de distinto tamaño, según declaró la mujer a los investigadores. 

Los paquetes contenían compras realizadas vía web por intermedio de la plataforma de Mercado Libre. 

El local quedó con serios daños en varios sectores. 

No está confirmado de manera si la banda se alzó con dinero de una caja. 

Está claro que los ladrones se movilizaron en un vehículo y hacia ese punto apunta la investigación. 
"
"https://www.facebook.com/eldocetv/posts/3184037218299254","17/06","Testigos filmaron el momento en que la policía abatió a un ladrón en Berazategui
El delincuente estaba armado con un cuchillo e intentó atacar a un efectivo. Falleció minutos después.
Por: El DoceMiércoles 17 de Junio de 2020
FacebookTwitterG-plusCommentsPrintEmail
berazategui-policia-delincuente-abatido.jpg
Testigos indicaron que el sospechoso estaba ""alterado"" y armado con un cuchillo.
Se conocieron impactantes imágenes del momento en que la policía de Berazategui, ciudad en la provincia de Buenos Aires, mata a balazos a un delincuente armado.

El fallecido tiene 22 años y según las informaciones preliminares estaba prófugo, acusado de ser cómplice de otro ladrón que fue abatido el pasado domingo tras un operativo que terminó con un tiroteo.

En esta ocasión, según informó Crónica, el hecho ocurrió en la tarde del martes en pleno centro de la localidad. La información oficial indica que el joven estaba armado con un cuchillo y se lo notaba alterado, por lo que un efectivo policial intentó contenerlo.

+ MIRÁ MÁS: Liberan al único detenido por el crimen de Silvia Apaza

En ese momento, cuando pretendía identificarlo, el sospechoso comenzó a correr. Las versiones que se conocen hasta el momento indican que, al verse acorralado, trató de arrebatarle el arma al oficial, quien se movió con mayor rapidez y efectuó una serie de disparos.


En el video se escuchan al menos cinco balazos, pero investigan si algún otro policía también disparó ya que en la zona había varios uniformados.

El delincuente cayó desplomado en la vereda con graves heridas. Fue trasladado hacia un hospital, pero falleció.

+ MIRÁ MÁS: Un policía mató a un motochoro y fue detenido

Se constató que recibió al menos dos impactos: uno en el abdomen y el otro en la pierna izquierda, cerca de la pelvis.

Testigos aseguraron que el sospechoso estaba alterado y actuaba de manera peligrosa antes de que se produjera el desenlace fatal."
"https://www.facebook.com/eldocetv/posts/3182471641789145","17/06","Robaron en un comedor comunitario de barrio Maldonado
Asisten a 200 personas, dan talleres y contienen a los más vulnerables. Pero también fueron golpeados por la delincuencia que se vive a diario en Córdoba."
"https://www.facebook.com/DiarioPuntal/posts/3359798257404635","17/06","Se hicieron pasar por policías para ingresar a un domicilio
Dos sujetos de 18 y 28 años, respectivamente, fueron detenidos esta madrugada y un tercero logró escaparse en un procedimiento realizado en inmediaciones del sector de Cola de Pato.
17 DE JUNIO DE 2020 - 08:33
Los sujestos se hicieron pasar por policías para ganar el interior del domicilio. (Foto: Archivo-ilustrativa)
Los sujestos se hicieron pasar por policías para ganar el interior del domicilio. (Foto: Archivo-ilustrativa)

Dos sujetos de 18 y 28 años, respectivamente, fueron detenidos esta madrugada y un tercero resultó prófugo en un procedimiento realizado en inmediaciones del sector de Cola de Pato.

  

 
Fue alrededor de las 3.50 que vecinos de calle Carlos Rodríguez al 2000 informaron telefónicamente a la Policía de una supuesta situación de riña en el interior de una casa.

Al llegar a la vivienda señalada, los efectivos policiales realizaron la aprehensión en flagrancia de dos hombres de 18 y 28 años, quienes momentos antes habían ingresado a la morada con el argumento de ser personal policial y con inminentes intenciones de robo.

En el ardid, resultó damnificada una mujer de 38 años, quién manifestó que una tercera persona había huido del lugar sustrayendo las llaves de una motocicleta.

En el procedimiento se realizó el secuestro de un equipo portátil de comunicación (tipo handy), un arma blanca (tipo sevillana), y un automóvil Peugeot 206, que se encontraba estacionado en la vía pública y que sería el móvil en el que se trasladaban los aprehendidos.

""Se continúa con la investigación del hecho, bajo directivas del Ministerio Público Fiscal"", señalaron desde el área de Prensa de la Policía.

"
"https://www.facebook.com/eldocetv/posts/3187248244644818","18/06","Golpe a la solidaridad: robaron en el comedor del club Unión San Vicente
Reventaron la ventana del bufet y se llevaron todos los elementos de cocina.
Por: El DoceJueves 18 de Junio de 2020
robo-USV-portada
En el bufet del club, donde funciona el comedor, solo quedó una olla.
*Por Santiago Cattaneo.

El hecho ocurrió en la madrugada de este jueves y ahora peligra la posibilidad de seguir brindando asistencia a la comunidad. En cuarentena, la institución se reinventó y todos los viernes realiza una olla popular para más de 300 personas.

Si no es el verano cuando abunda la soledad, lo es en tiempos de cuarentena. Nuevamente un club de barrio es víctima de la inseguridad en Córdoba, donde los delincuentes propinan golpes bajos. Y el Club Unión San Vicente no es la excepción: anoche ingresaron al bufet y solo dejaron una sola olla.

+ MIRÁ MÁS: Varados en las Salinas de Córdoba: no permiten a una pareja regresar a Catamarca

“Esta mañana recibí un triste llamado, donde me comunicaron que habían roto la ventana ingresaron al bufet nuestro donde damos de comer a más de 300 personas todos los viernes. Nos llevaron todo”, resaltó entre lágrimas, Mario Altamirano, presidente del club a El Show del Lagarto.

Según se pudo constatar los ladrones se llevaron: tres anafes, tres garrafas, tablas, utensilios de cocina y mercadería que tenían reservada para cocinar mañana, ya que es el único día de semana donde tienen actividad. Este hecho provoca un golpe muy duro a la institución naranja. “Se llevaron las ollas más chicas porque la grande no entraba por el hueco que hicieron en la ventana, pero en definitiva no sabemos si mañana podremos dar de comer porque nos llevaron todo”, relató.

+ MIRÁ MÁS: Murió un hombre que fue hallado brutalmente golpeado dentro de su casa

Estas instituciones enfrentan una fuerte ola de vandalismo. Y el dato es alarmante porque desde que comenzó el Aislamiento Social, Preventivo y Obligatorio más de diez clubes sufrieron un robo o fueron víctimas de ataques.

“Los ladrones conocían muy bien el club porque reventaron todos los portones que tienen acceso al bufet. Estoy seguro que es gente de acá, la cual estuvo algún viernes participando de la olla”, advirtió.  

Para colaborar con la institución en este difícil momento, contactarse al siguiente número de celular: 3517550687 Adrián."
"https://www.facebook.com/Cadena3Argentina/posts/3686561934705077","19/06","
cadena3.com
Lograron contener uno de los focos de incendio en La Calera
Cadena 3 Argentina
2 minutos

Los bomberos lograron controlar este viernes a la tarde uno de los focos del incendio en La Calera que se dirigía hacia los barrios privados La Estanzuela, Terrazas de La Estanzuela y La Cuesta.

Claudio Vigneta, secretario de Gestión de Riesgos de la Provincia de Córdoba, dijo a Cadena 3: “Hemos logrado detener la cabeza que iba hacia los countries. Eso se ha garantizado, no vamos a tener ningún tipo de problema. Ahora se está trabajando fuertemente en la Ruta E55, detrás de El Diquecito”.

“Ha sido un trabajo muy arduo. Tenemos todos los recursos disponibles: 80 bomberos voluntarios, 4 aviones hidrantes y el helicóptero”, agregó.

Hasta el momento, ninguna vivienda ha sido perjudicada por las llamas.

/Inicio Código Embebido/

/Fin Código Embebido/

El director de Defensa Civil de la provincia, Diego Concha, detalló que por la noche trabajaban 22 cuarteles, 100 efectivos y cuatro aviones hidrantes más un helicóptero. ""Mañana (por el sábado) se prevé el recambio de personal"", dijo a Cadena 3 para aclarar que ""se prevé una rotación del viento y hay que asegurar bien el perímetro"".

Ruta habilitada

Desde la Policía Caminera informaron pasadas las 23 de este viernes que ""se levantó el corte en la ruta provincial E55 debido a causas de baja visibilidad producidas por incendios en el sector"". Aún así, se recomienda circular con precaución. 

/Inicio Código Embebido//Fin Código Embebido/

Informe de Celeste Benecchi y Jorge Mercado.
"
