"gutenberg_id","text"
"x121","the country at the age of fourteen, to books--or at least books of"
"x121","information--for, provided that nothing like useful knowledge could be"
"x121","gained from them, provided they were all story and no reflection, she"
"x121","had never any objection to books at all. But from fifteen to seventeen"
"x121","she was in training for a heroine; she read all such works as heroines"
"x121","must read to supply their memories with those quotations which are so"
"x121","serviceable and so soothing in the vicissitudes of their eventful lives."
"x121",""
"x121","From Pope, she learnt to censure those who"
"x121",""
"x121","   ""bear about the mockery of woe."""
"x121",""
"x121",""
"x121","From Gray, that"
"x121",""
"x121","   ""Many a flower is born to blush unseen,"
"x121","   ""And waste its fragrance on the desert air."""
"x121",""
"x121",""
"x121","From Thompson, that--"
"x121",""
"x121","   ""It is a delightful task"
"x121","   ""To teach the young idea how to shoot."""
"x121",""
"x121",""
"x121","And from Shakespeare she gained a great store of information--amongst"
"x121","the rest, that--"
"x121",""
"x121","   ""Trifles light as air,"
"x121","   ""Are, to the jealous, confirmation strong,"
"x121","   ""As proofs of Holy Writ."""
"x121",""
"x121",""
"x121","That"
"x121",""
"x121","   ""The poor beetle, which we tread upon,"
"x121","   ""In corporal sufferance feels a pang as great"
"x121","   ""As when a giant dies."""
"x121",""
"x121",""
"x121","And that a young woman in love always looks--"
"x121",""
"x121","   ""like Patience on a monument"
"x121","   ""Smiling at Grief."""
"x121",""
"x121",""
"x121","So far her improvement was sufficient--and in many other points she came"
"x121","on exceedingly well; for though she could not write sonnets, she brought"
"x121","herself to read them; and though there seemed no chance of her throwing"
"x121","a whole party into raptures by a prelude on the pianoforte, of her own"
"x121","composition, she could listen to other people's performance with very"
"x121","little fatigue. Her greatest deficiency was in the pencil--she had no"
"x121","notion of drawing--not enough even to attempt a sketch of her lover's"
"x121","profile, that she might be detected in the design. There she fell"
"x121","miserably short of the true heroic height. At present she did not know"
"x121","her own poverty, for she had no lover to portray. She had reached the"
"x121","age of seventeen, without having seen one amiable youth who could call"
"x121","forth her sensibility, without having inspired one real passion, and"
"x121","without having excited even any admiration but what was very moderate"
"x121","and very transient. This was strange indeed! But strange things may be"
"x121","generally accounted for if their cause be fairly searched out. There was"
"x121","not one lord in the neighbourhood; no--not even a baronet. There was not"
"x121","one family among their acquaintance who had reared and supported a boy"
"x121","accidentally found at their door--not one young man whose origin"
"x121","was unknown. Her father had no ward, and the squire of the parish no"
"x121","children."
"x121",""
"x121","But when a young lady is to be a heroine, the perverseness of forty"
"x121","surrounding families cannot prevent her. Something must and will happen"
"x121","to throw a hero in her way."
"x121",""
"x121","Mr. Allen, who owned the chief of the property about Fullerton, the"
"x121","village in Wiltshire where the Morlands lived, was ordered to Bath"
"x121","for the benefit of a gouty constitution--and his lady, a good-humoured"
"x121","woman, fond of Miss Morland, and probably aware that if adventures will"
"x121","not befall a young lady in her own village, she must seek them abroad,"
"x121","invited her to go with them. Mr. and Mrs. Morland were all compliance,"
"x121","and Catherine all happiness."
"x121",""
"x121",""
"x121",""
"x121",""
"x121","CHAPTER 2"
"x121",""
"x121",""
"x121","In addition to what has been already said of Catherine Morland's"
"x121","personal and mental endowments, when about to be launched into all the"
"x121","difficulties and dangers of a six weeks' residence in Bath, it may be"
"x121","stated, for the reader's more certain information, lest the following"
"x121","pages should otherwise fail of giving any idea of what her character is"
"x121","meant to be, that her heart was affectionate; her disposition cheerful"
"x121","and open, without conceit or affectation of any kind--her manners just"
"x121","removed from the awkwardness and shyness of a girl; her person pleasing,"
"x121","and, when in good looks, pretty--and her mind about as ignorant and"
"x121","uninformed as the female mind at seventeen usually is."
"x121",""
"x121","When the hour of departure drew near, the maternal anxiety of Mrs."
"x121","Morland will be naturally supposed to be most severe. A thousand"
"x121","alarming presentiments of evil to her beloved Catherine from this"
"x121","terrific separation must oppress her heart with sadness, and drown her"
"x121","in tears for the last day or two of their being together; and advice of"
"x121","the most important and applicable nature must of course flow from her"
"x121","wise lips in their parting conference in her closet. Cautions against"
"x121","the violence of such noblemen and baronets as delight in forcing young"
"x121","ladies away to some remote farm-house, must, at such a moment, relieve"
"x121","the fulness of her heart. Who would not think so? But Mrs. Morland knew"
"x121","so little of lords and baronets, that she entertained no notion of their"
"x121","general mischievousness, and was wholly unsuspicious of danger to her"
"x121","daughter from their machinations. Her cautions were confined to the"
"x121","following points. ""I beg, Catherine, you will always wrap yourself up"
"x121","very warm about the throat, when you come from the rooms at night; and"
"x121","I wish you would try to keep some account of the money you spend; I will"
"x121","give you this little book on purpose."""
"x121",""
"x121","Sally, or rather Sarah (for what young lady of common gentility will"
"x121","reach the age of sixteen without altering her name as far as she can?),"
"x121","must from situation be at this time the intimate friend and confidante"
"x121","of her sister. It is remarkable, however, that she neither insisted"
"x121","on Catherine's writing by every post, nor exacted her promise of"
"x121","transmitting the character of every new acquaintance, nor a detail"
"x121","of every interesting conversation that Bath might produce. Everything"
"x121","indeed relative to this important journey was done, on the part of the"
"x121","Morlands, with a degree of moderation and composure, which seemed"
"x121","rather consistent with the common feelings of common life, than with the"
"x121","refined susceptibilities, the tender emotions which the first separation"
"x121","of a heroine from her family ought always to excite. Her father, instead"
"x121","of giving her an unlimited order on his banker, or even putting an"
"x121","hundred pounds bank-bill into her hands, gave her only ten guineas, and"
"x121","promised her more when she wanted it."
"x121",""
"x121","Under these unpromising auspices, the parting took place, and the"
"x121","journey began. It was performed with suitable quietness and uneventful"
"x121","safety. Neither robbers nor tempests befriended them, nor one lucky"
"x121","overturn to introduce them to the hero. Nothing more alarming occurred"
"x121","than a fear, on Mrs. Allen's side, of having once left her clogs behind"
"x121","her at an inn, and that fortunately proved to be groundless."
"x121",""
"x121","They arrived at Bath. Catherine was all eager delight--her eyes were"
"x121","here, there, everywhere, as they approached its fine and striking"
"x121","environs, and afterwards drove through those streets which conducted"
"x121","them to the hotel. She was come to be happy, and she felt happy already."
"x121",""
"x121","They were soon settled in comfortable lodgings in Pulteney Street."
"x121",""
"x121","It is now expedient to give some description of Mrs. Allen, that the"
"x121","reader may be able to judge in what manner her actions will hereafter"
"x121","tend to promote the general distress of the work, and how she will,"
"x121","probably, contribute to reduce poor Catherine to all the desperate"
"x121","wretchedness of which a last volume is capable--whether by her"
"x121","imprudence, vulgarity, or jealousy--whether by intercepting her letters,"
"x121","ruining her character, or turning her out of doors."
"x121",""
"x121","Mrs. Allen was one of that numerous class of females, whose society can"
"x121","raise no other emotion than surprise at there being any men in the world"
"x121","who could like them well enough to marry them. She had neither beauty,"
"x121","genius, accomplishment, nor manner. The air of a gentlewoman, a great"
"x121","deal of quiet, inactive good temper, and a trifling turn of mind"
"x121","were all that could account for her being the choice of a sensible,"
"x121","intelligent man like Mr. Allen. In one respect she was admirably fitted"
"x121","to introduce a young lady into public, being as fond of going everywhere"
"x121","and seeing everything herself as any young lady could be. Dress was"
"x121","her passion. She had a most harmless delight in being fine; and our"
"x121","heroine's entree into life could not take place till after three or four"
"x121","days had been spent in learning what was mostly worn, and her chaperone"
"x121","was provided with a dress of the newest fashion. Catherine too made"
"x121","some purchases herself, and when all these matters were arranged, the"
"x121","important evening came which was to usher her into the Upper Rooms. Her"
"x121","hair was cut and dressed by the best hand, her clothes put on with care,"
"x121","and both Mrs. Allen and her maid declared she looked quite as she should"
"x121","do. With such encouragement, Catherine hoped at least to pass uncensured"
"x121","through the crowd. As for admiration, it was always very welcome when it"
"x121","came, but she did not depend on it."
"x121",""
"x121","Mrs. Allen was so long in dressing that they did not enter the ballroom"
"x121","till late. The season was full, the room crowded, and the two ladies"
"x121","squeezed in as well as they could. As for Mr. Allen, he repaired"
"x121","directly to the card-room, and left them to enjoy a mob by themselves."
"x121","With more care for the safety of her new gown than for the comfort of"
"x121","her protegee, Mrs. Allen made her way through the throng of men by"
"x121","the door, as swiftly as the necessary caution would allow; Catherine,"
"x121","however, kept close at her side, and linked her arm too firmly within"
"x121","her friend's to be torn asunder by any common effort of a struggling"
"x121","assembly. But to her utter amazement she found that to proceed along the"
"x121","room was by no means the way to disengage themselves from the crowd; it"
"x121","seemed rather to increase as they went on, whereas she had imagined that"
"x121","when once fairly within the door, they should easily find seats and be"
"x121","able to watch the dances with perfect convenience. But this was far from"
"x121","being the case, and though by unwearied diligence they gained even the"
"x121","top of the room, their situation was just the same; they saw nothing"
"x121","of the dancers but the high feathers of some of the ladies. Still they"
"x121","moved on--something better was yet in view; and by a continued exertion"
"x121","of strength and ingenuity they found themselves at last in the passage"
"x121","behind the highest bench. Here there was something less of crowd than"
"x121","below; and hence Miss Morland had a comprehensive view of all the"
"x121","company beneath her, and of all the dangers of her late passage through"
"x121","them. It was a splendid sight, and she began, for the first time that"
"x121","evening, to feel herself at a ball: she longed to dance, but she had"
"x121","not an acquaintance in the room. Mrs. Allen did all that she could do"
"x121","in such a case by saying very placidly, every now and then, ""I wish you"
"x121","could dance, my dear--I wish you could get a partner."" For some time"
"x121","her young friend felt obliged to her for these wishes; but they were"
"x121","repeated so often, and proved so totally ineffectual, that Catherine"
"x121","grew tired at last, and would thank her no more."
"x121",""
"x121","They were not long able, however, to enjoy the repose of the eminence"
"x121","they had so laboriously gained. Everybody was shortly in motion for"
"x121","tea, and they must squeeze out like the rest. Catherine began to feel"
"x121","something of disappointment--she was tired of being continually pressed"
"x121","against by people, the generality of whose faces possessed nothing to"
"x121","interest, and with all of whom she was so wholly unacquainted that she"
"x121","could not relieve the irksomeness of imprisonment by the exchange of a"
"x121","syllable with any of her fellow captives; and when at last arrived in"
"x121","the tea-room, she felt yet more the awkwardness of having no party to"
"x121","join, no acquaintance to claim, no gentleman to assist them. They saw"
"x121","nothing of Mr. Allen; and after looking about them in vain for a more"
"x121","eligible situation, were obliged to sit down at the end of a table, at"
"x121","which a large party were already placed, without having anything to do"
"x121","there, or anybody to speak to, except each other."
"x121",""
"x121","Mrs. Allen congratulated herself, as soon as they were seated, on having"
"x121","preserved her gown from injury. ""It would have been very shocking to"
"x121","have it torn,"" said she, ""would not it? It is such a delicate muslin."
"x121","For my part I have not seen anything I like so well in the whole room, I"
"x121","assure you."""
"x121",""
"x121","""How uncomfortable it is,"" whispered Catherine, ""not to have a single"
"x121","acquaintance here!"""
"x121",""
"x121","""Yes, my dear,"" replied Mrs. Allen, with perfect serenity, ""it is very"
"x121","uncomfortable indeed."""
"x121",""
"x121","""What shall we do? The gentlemen and ladies at this table look as if"
"x121","they wondered why we came here--we seem forcing ourselves into their"
"x121","party."""
"x121",""
"x121","""Aye, so we do. That is very disagreeable. I wish we had a large"
"x121","acquaintance here."""
"x121",""
"x121","""I wish we had any--it would be somebody to go to."""
"x121",""
"x121","""Very true, my dear; and if we knew anybody we would join them directly."
"x121","The Skinners were here last year--I wish they were here now."""
"x121",""
"x121","""Had not we better go away as it is? Here are no tea-things for us, you"
"x121","see."""
"x121",""
"x121","""No more there are, indeed. How very provoking! But I think we had"
"x121","better sit still, for one gets so tumbled in such a crowd! How is my"
"x121","head, my dear? Somebody gave me a push that has hurt it, I am afraid."""
"x121",""
"x121","""No, indeed, it looks very nice. But, dear Mrs. Allen, are you sure"
"x121","there is nobody you know in all this multitude of people? I think you"
"x121","must know somebody."""
"x121",""
"x121","""I don't, upon my word--I wish I did. I wish I had a large acquaintance"
"x121","here with all my heart, and then I should get you a partner. I should be"
"x121","so glad to have you dance. There goes a strange-looking woman! What an"
"x121","odd gown she has got on! How old-fashioned it is! Look at the back."""
"x121",""
"x121","After some time they received an offer of tea from one of their"
"x121","neighbours; it was thankfully accepted, and this introduced a light"
"x121","conversation with the gentleman who offered it, which was the only time"
"x121","that anybody spoke to them during the evening, till they were discovered"
"x121","and joined by Mr. Allen when the dance was over."
"x121",""
"x121","""Well, Miss Morland,"" said he, directly, ""I hope you have had an"
"x121","agreeable ball."""
"x121",""
"x121","""Very agreeable indeed,"" she replied, vainly endeavouring to hide a"
"x121","great yawn."
"x121",""
"x121","""I wish she had been able to dance,"" said his wife; ""I wish we could"
"x121","have got a partner for her. I have been saying how glad I should be if"
"x121","the Skinners were here this winter instead of last; or if the Parrys had"
"x121","come, as they talked of once, she might have danced with George Parry. I"
"x121","am so sorry she has not had a partner!"""
"x121",""
"x121","""We shall do better another evening I hope,"" was Mr. Allen's"
"x121","consolation."
"x121",""
"x121","The company began to disperse when the dancing was over--enough to leave"
"x121","space for the remainder to walk about in some comfort; and now was the"
"x121","time for a heroine, who had not yet played a very distinguished part"
"x121","in the events of the evening, to be noticed and admired. Every five"
"x121","minutes, by removing some of the crowd, gave greater openings for her"
"x121","charms. She was now seen by many young men who had not been near her"
"x121","before. Not one, however, started with rapturous wonder on beholding"
"x121","her, no whisper of eager inquiry ran round the room, nor was she once"
"x121","called a divinity by anybody. Yet Catherine was in very good looks, and"
"x121","had the company only seen her three years before, they would now have"
"x121","thought her exceedingly handsome."
"x121",""
"x121","She was looked at, however, and with some admiration; for, in her own"
"x121","hearing, two gentlemen pronounced her to be a pretty girl. Such words"
"x121","had their due effect; she immediately thought the evening pleasanter"
"x121","than she had found it before--her humble vanity was contented--she"
"x121","felt more obliged to the two young men for this simple praise than a"
"x121","true-quality heroine would have been for fifteen sonnets in celebration"
"x121","of her charms, and went to her chair in good humour with everybody, and"
"x121","perfectly satisfied with her share of public attention."
"x121",""
"x121",""
"x121",""
"x121",""
"x121","CHAPTER 3"
"x121",""
"x121",""
"x121","Every morning now brought its regular duties--shops were to be visited;"
"x121","some new part of the town to be looked at; and the pump-room to be"
"x121","attended, where they paraded up and down for an hour, looking at"
"x121","everybody and speaking to no one. The wish of a numerous acquaintance"
"x121","in Bath was still uppermost with Mrs. Allen, and she repeated it after"
"x121","every fresh proof, which every morning brought, of her knowing nobody at"
"x121","all."
"x121",""
"x121","They made their appearance in the Lower Rooms; and here fortune was more"
"x121","favourable to our heroine. The master of the ceremonies introduced to"
"x121","her a very gentlemanlike young man as a partner; his name was Tilney."
"x121","He seemed to be about four or five and twenty, was rather tall, had a"
"x121","pleasing countenance, a very intelligent and lively eye, and, if not"
"x121","quite handsome, was very near it. His address was good, and Catherine"
"x121","felt herself in high luck. There was little leisure for speaking"
"x121","while they danced; but when they were seated at tea, she found him as"
"x121","agreeable as she had already given him credit for being. He talked with"
"x121","fluency and spirit--and there was an archness and pleasantry in his"
"x121","manner which interested, though it was hardly understood by her. After"
"x121","chatting some time on such matters as naturally arose from the objects"
"x121","around them, he suddenly addressed her with--""I have hitherto been very"
"x121","remiss, madam, in the proper attentions of a partner here; I have not"
"x121","yet asked you how long you have been in Bath; whether you were ever here"
"x121","before; whether you have been at the Upper Rooms, the theatre, and"
"x121","the concert; and how you like the place altogether. I have been"
"x121","very negligent--but are you now at leisure to satisfy me in these"
"x121","particulars? If you are I will begin directly."""
"x121",""
"x121","""You need not give yourself that trouble, sir."""
"x121",""
"x121","""No trouble, I assure you, madam."" Then forming his features into a set"
"x121","smile, and affectedly softening his voice, he added, with a simpering"
"x121","air, ""Have you been long in Bath, madam?"""
"x121",""
"x121","""About a week, sir,"" replied Catherine, trying not to laugh."
"x121",""
"x121","""Really!"" with affected astonishment."
"x121",""
"x121","""Why should you be surprised, sir?"""
"x121",""
"x121","""Why, indeed!"" said he, in his natural tone. ""But some emotion must"
"x121","appear to be raised by your reply, and surprise is more easily assumed,"
"x121","and not less reasonable than any other. Now let us go on. Were you never"
"x121","here before, madam?"""
"x121",""
"x121","""Never, sir."""
"x121",""
"x121","""Indeed! Have you yet honoured the Upper Rooms?"""
"x121",""
"x121","""Yes, sir, I was there last Monday."""
"x121",""
"x121","""Have you been to the theatre?"""
"x121",""
"x121","""Yes, sir, I was at the play on Tuesday."""
"x121",""
"x121","""To the concert?"""
"x121",""
"x121","""Yes, sir, on Wednesday."""
"x121",""
"x121","""And are you altogether pleased with Bath?"""
"x121",""
"x121","""Yes--I like it very well."""
"x121",""
"x121","""Now I must give one smirk, and then we may be rational again."""
"x121","Catherine turned away her head, not knowing whether she might venture to"
"x121","laugh. ""I see what you think of me,"" said he gravely--""I shall make but"
"x121","a poor figure in your journal tomorrow."""
"x121",""
"x121","""My journal!"""
"x121",""
"x121","""Yes, I know exactly what you will say: Friday, went to the Lower"
"x121","Rooms; wore my sprigged muslin robe with blue trimmings--plain black"
"x121","shoes--appeared to much advantage; but was strangely harassed by a"
"x121","queer, half-witted man, who would make me dance with him, and distressed"
"x121","me by his nonsense."""
"x121",""
"x121","""Indeed I shall say no such thing."""
"x121",""
"x121","""Shall I tell you what you ought to say?"""
"x121",""
"x121","""If you please."""
"x121",""
"x121","""I danced with a very agreeable young man, introduced by Mr. King; had"
"x121","a great deal of conversation with him--seems a most extraordinary"
"x121","genius--hope I may know more of him. That, madam, is what I wish you to"
"x121","say."""
"x121",""
"x121","""But, perhaps, I keep no journal."""
"x121",""
"x121","""Perhaps you are not sitting in this room, and I am not sitting by"
"x121","you. These are points in which a doubt is equally possible. Not keep a"
"x121","journal! How are your absent cousins to understand the tenour of your"
"x121","life in Bath without one? How are the civilities and compliments of"
"x121","every day to be related as they ought to be, unless noted down every"
"x121","evening in a journal? How are your various dresses to be remembered,"
"x121","and the particular state of your complexion, and curl of your hair to be"
"x121","described in all their diversities, without having constant recourse to"
"x121","a journal? My dear madam, I am not so ignorant of young ladies' ways as"
"x121","you wish to believe me; it is this delightful habit of journaling which"
"x121","largely contributes to form the easy style of writing for which ladies"
"x121","are so generally celebrated. Everybody allows that the talent of writing"
"x121","agreeable letters is peculiarly female. Nature may have done something,"
"x121","but I am sure it must be essentially assisted by the practice of keeping"
"x121","a journal."""
"x121",""
"x121","""I have sometimes thought,"" said Catherine, doubtingly, ""whether ladies"
"x121","do write so much better letters than gentlemen! That is--I should not"
"x121","think the superiority was always on our side."""
"x121",""
"x121","""As far as I have had opportunity of judging, it appears to me that the"
"x121","usual style of letter-writing among women is faultless, except in three"
"x121","particulars."""
"x121",""
"x121","""And what are they?"""
"x121",""
"x121","""A general deficiency of subject, a total inattention to stops, and a"
"x121","very frequent ignorance of grammar."""
"x121",""
"x121","""Upon my word! I need not have been afraid of disclaiming the"
"x121","compliment. You do not think too highly of us in that way."""
"x121",""
"x121","""I should no more lay it down as a general rule that women write better"
"x121","letters than men, than that they sing better duets, or draw better"
"x121","landscapes. In every power, of which taste is the foundation, excellence"
"x121","is pretty fairly divided between the sexes."""
"x121",""
"x121","They were interrupted by Mrs. Allen: ""My dear Catherine,"" said she, ""do"
"x121","take this pin out of my sleeve; I am afraid it has torn a hole already;"
"x121","I shall be quite sorry if it has, for this is a favourite gown, though"
"x121","it cost but nine shillings a yard."""
"x121",""
"x121","""That is exactly what I should have guessed it, madam,"" said Mr. Tilney,"
"x121","looking at the muslin."
"x121",""
"x121","""Do you understand muslins, sir?"""
"x121",""
"x121","""Particularly well; I always buy my own cravats, and am allowed to be an"
"x121","excellent judge; and my sister has often trusted me in the choice of a"
"x121","gown. I bought one for her the other day, and it was pronounced to be a"
"x121","prodigious bargain by every lady who saw it. I gave but five shillings a"
"x121","yard for it, and a true Indian muslin."""
"x121",""
"x121","Mrs. Allen was quite struck by his genius. ""Men commonly take so little"
"x121","notice of those things,"" said she; ""I can never get Mr. Allen to know"
"x121","one of my gowns from another. You must be a great comfort to your"
"x121","sister, sir."""
"x121",""
"x121","""I hope I am, madam."""
"x121",""
"x121","""And pray, sir, what do you think of Miss Morland's gown?"""
"x121",""
"x121","""It is very pretty, madam,"" said he, gravely examining it; ""but I do not"
"x121","think it will wash well; I am afraid it will fray."""
"x121",""
"x121","""How can you,"" said Catherine, laughing, ""be so--"" She had almost said"
"x121","""strange."""
"x121",""
"x121","""I am quite of your opinion, sir,"" replied Mrs. Allen; ""and so I told"
"x121","Miss Morland when she bought it."""
"x121",""
"x121","""But then you know, madam, muslin always turns to some account or other;"
"x121","Miss Morland will get enough out of it for a handkerchief, or a cap, or"
"x121","a cloak. Muslin can never be said to be wasted. I have heard my sister"
"x121","say so forty times, when she has been extravagant in buying more than"
"x121","she wanted, or careless in cutting it to pieces."""
"x121",""
"x121","""Bath is a charming place, sir; there are so many good shops here. We"
"x121","are sadly off in the country; not but what we have very good shops in"
"x121","Salisbury, but it is so far to go--eight miles is a long way; Mr. Allen"
"x121","says it is nine, measured nine; but I am sure it cannot be more than"
"x121","eight; and it is such a fag--I come back tired to death. Now, here one"
"x121","can step out of doors and get a thing in five minutes."""
"x121",""
"x121","Mr. Tilney was polite enough to seem interested in what she said; and"
"x121","she kept him on the subject of muslins till the dancing recommenced."
"x121","Catherine feared, as she listened to their discourse, that he indulged"
"x121","himself a little too much with the foibles of others. ""What are you"
"x121","thinking of so earnestly?"" said he, as they walked back to the ballroom;"
"x121","""not of your partner, I hope, for, by that shake of the head, your"
"x121","meditations are not satisfactory."""
"x121",""
"x121","Catherine coloured, and said, ""I was not thinking of anything."""
"x121",""
"x121","""That is artful and deep, to be sure; but I had rather be told at once"
"x121","that you will not tell me."""
"x121",""
"x121","""Well then, I will not."""
"x121",""
"x121","""Thank you; for now we shall soon be acquainted, as I am authorized to"
"x121","tease you on this subject whenever we meet, and nothing in the world"
"x121","advances intimacy so much."""
"x121",""
"x121","They danced again; and, when the assembly closed, parted, on the"
"x121","lady's side at least, with a strong inclination for continuing the"
"x121","acquaintance. Whether she thought of him so much, while she drank her"
"x121","warm wine and water, and prepared herself for bed, as to dream of him"
"x121","when there, cannot be ascertained; but I hope it was no more than in"
"x121","a slight slumber, or a morning doze at most; for if it be true, as a"
"x121","celebrated writer has maintained, that no young lady can be justified"
"x121","in falling in love before the gentleman's love is declared,* it must be"
"x121","very improper that a young lady should dream of a gentleman before the"
"x121","gentleman is first known to have dreamt of her. How proper Mr. Tilney"
"x121","might be as a dreamer or a lover had not yet perhaps entered Mr. Allen's"
"x121","head, but that he was not objectionable as a common acquaintance for"
"x121","his young charge he was on inquiry satisfied; for he had early in the"
"x121","evening taken pains to know who her partner was, and had been assured"
"x121","of Mr. Tilney's being a clergyman, and of a very respectable family in"
"x121","Gloucestershire."
"x121",""
"x121",""
"x121",""
"x121",""
"x121","CHAPTER 4"
"x121",""
"x121",""
"x121","With more than usual eagerness did Catherine hasten to the pump-room the"
"x121","next day, secure within herself of seeing Mr. Tilney there before the"
"x121","morning were over, and ready to meet him with a smile; but no smile"
"x121","was demanded--Mr. Tilney did not appear. Every creature in Bath,"
"x121","except himself, was to be seen in the room at different periods of the"
"x121","fashionable hours; crowds of people were every moment passing in and"
"x121","out, up the steps and down; people whom nobody cared about, and nobody"
"x121","wanted to see; and he only was absent. ""What a delightful place Bath"
"x121","is,"" said Mrs. Allen as they sat down near the great clock, after"
"x121","parading the room till they were tired; ""and how pleasant it would be if"
"x121","we had any acquaintance here."""
"x121",""
"x121","This sentiment had been uttered so often in vain that Mrs. Allen had no"
"x121","particular reason to hope it would be followed with more advantage now;"
"x121","but we are told to ""despair of nothing we would attain,"" as ""unwearied"
"x121","diligence our point would gain""; and the unwearied diligence with which"
"x121","she had every day wished for the same thing was at length to have its"
"x121","just reward, for hardly had she been seated ten minutes before a lady of"
"x121","about her own age, who was sitting by her, and had been looking at her"
"x121","attentively for several minutes, addressed her with great complaisance"
