"gutenberg_id","text"
"x83","involuntarily to a former invention of the Hon. J. T. Maston, by which,"
"x83","at its first trial, he had succeeded in killing three hundred and"
"x83","thirty-seven people."
"x83",""
"x83","“Fact!” replied he. “Still, what is the use of so many studies worked"
"x83","out, so many difficulties vanquished? It’s mere waste of time! The New"
"x83","World seems to have made up its mind to live in peace; and our"
"x83","bellicose _Tribune_ predicts some approaching catastrophes arising out"
"x83","of this scandalous increase of population.”"
"x83",""
"x83","“Nevertheless,” replied Colonel Blomsberry, “they are always struggling"
"x83","in Europe to maintain the principle of nationalities.”"
"x83",""
"x83","“Well?”"
"x83",""
"x83","“Well, there might be some field for enterprise down there; and if they"
"x83","would accept our services—”"
"x83",""
"x83","“What are you dreaming of?” screamed Bilsby; “work at gunnery for the"
"x83","benefit of foreigners?”"
"x83",""
"x83","“That would be better than doing nothing here,” returned the colonel."
"x83",""
"x83","“Quite so,” said J. T. Matson; “but still we need not dream of that"
"x83","expedient.”"
"x83",""
"x83","“And why not?” demanded the colonel."
"x83",""
"x83","“Because their ideas of progress in the Old World are contrary to our"
"x83","American habits of thought. Those fellows believe that one can’t become"
"x83","a general without having served first as an ensign; which is as much as"
"x83","to say that one can’t point a gun without having first cast it"
"x83","oneself!”"
"x83",""
"x83","“Ridiculous!” replied Tom Hunter, whittling with his bowie-knife the"
"x83","arms of his easy chair; “but if that be the case there, all that is"
"x83","left for us is to plant tobacco and distill whale-oil.”"
"x83",""
"x83","“What!” roared J. T. Maston, “shall we not employ these remaining years"
"x83","of our life in perfecting firearms? Shall there never be a fresh"
"x83","opportunity of trying the ranges of projectiles? Shall the air never"
"x83","again be lighted with the glare of our guns? No international"
"x83","difficulty ever arise to enable us to declare war against some"
"x83","transatlantic power? Shall not the French sink one of our steamers, or"
"x83","the English, in defiance of the rights of nations, hang a few of our"
"x83","countrymen?”"
"x83",""
"x83","“No such luck,” replied Colonel Blomsberry; “nothing of the kind is"
"x83","likely to happen; and even if it did, we should not profit by it."
"x83","American susceptibility is fast declining, and we are all going to the"
"x83","dogs.”"
"x83",""
"x83","“It is too true,” replied J. T. Maston, with fresh violence; “there are"
"x83","a thousand grounds for fighting, and yet we don’t fight. We save up our"
"x83","arms and legs for the benefit of nations who don’t know what to do with"
"x83","them! But stop—without going out of one’s way to find a cause for"
"x83","war—did not North America once belong to the English?”"
"x83",""
"x83","“Undoubtedly,” replied Tom Hunter, stamping his crutch with fury."
"x83",""
"x83","“Well, then,” replied J. T. Maston, “why should not England in her turn"
"x83","belong to the Americans?”"
"x83",""
"x83","“It would be but just and fair,” returned Colonel Blomsberry."
"x83",""
"x83","“Go and propose it to the President of the United States,” cried J. T."
"x83","Maston, “and see how he will receive you.”"
"x83",""
"x83","“Bah!” growled Bilsby between the four teeth which the war had left"
"x83","him; “that will never do!”"
"x83",""
"x83","“By Jove!” cried J. T. Maston, “he mustn’t count on my vote at the next"
"x83","election!”"
"x83",""
"x83","“Nor on ours,” replied unanimously all the bellicose invalids."
"x83",""
"x83","“Meanwhile,” replied J. T. Maston, “allow me to say that, if I cannot"
"x83","get an opportunity to try my new mortars on a real field of battle, I"
"x83","shall say good-by to the members of the Gun Club, and go and bury"
"x83","myself in the prairies of Arkansas!”"
"x83",""
"x83","“In that case we will accompany you,” cried the others."
"x83",""
"x83","Matters were in this unfortunate condition, and the club was threatened"
"x83","with approaching dissolution, when an unexpected circumstance occurred"
"x83","to prevent so deplorable a catastrophe."
"x83",""
"x83","On the morrow after this conversation every member of the association"
"x83","received a sealed circular couched in the following terms:"
"x83",""
"x83","BALTIMORE, October 3. The president of the Gun Club has the honor to"
"x83","inform his colleagues that, at the meeting of the 5th instant, he will"
"x83","bring before them a communication of an extremely interesting nature."
"x83","He requests, therefore, that they will make it convenient to attend in"
"x83","accordance with the present invitation. Very cordially, IMPEY"
"x83","BARBICANE, P.G.C."
"x83",""
"x83",""
"x83",""
"x83",""
"x83","CHAPTER II."
"x83","PRESIDENT BARBICANE’S COMMUNICATION"
"x83",""
"x83",""
"x83","On the 5th of October, at eight p.m., a dense crowd pressed toward the"
"x83","saloons of the Gun Club at No. 21 Union Square. All the members of the"
"x83","association resident in Baltimore attended the invitation of their"
"x83","president. As regards the corresponding members, notices were delivered"
"x83","by hundreds throughout the streets of the city, and, large as was the"
"x83","great hall, it was quite inadequate to accommodate the crowd of"
"x83","_savants_. They overflowed into the adjoining rooms, down the narrow"
"x83","passages, into the outer courtyards. There they ran against the vulgar"
"x83","herd who pressed up to the doors, each struggling to reach the front"
"x83","ranks, all eager to learn the nature of the important communication of"
"x83","President Barbicane; all pushing, squeezing, crushing with that perfect"
"x83","freedom of action which is so peculiar to the masses when educated in"
"x83","ideas of “self-government.”"
"x83",""
"x83","On that evening a stranger who might have chanced to be in Baltimore"
"x83","could not have gained admission for love or money into the great hall."
"x83","That was reserved exclusively for resident or corresponding members; no"
"x83","one else could possibly have obtained a place; and the city magnates,"
"x83","municipal councilors, and “select men” were compelled to mingle with"
"x83","the mere townspeople in order to catch stray bits of news from the"
"x83","interior."
"x83",""
"x83","Nevertheless the vast hall presented a curious spectacle. Its immense"
"x83","area was singularly adapted to the purpose. Lofty pillars formed of"
"x83","cannon, superposed upon huge mortars as a base, supported the fine"
"x83","ironwork of the arches, a perfect piece of cast-iron lacework. Trophies"
"x83","of blunderbuses, matchlocks, arquebuses, carbines, all kinds of"
"x83","firearms, ancient and modern, were picturesquely interlaced against the"
"x83","walls. The gas lit up in full glare myriads of revolvers grouped in the"
"x83","form of lustres, while groups of pistols, and candelabra formed of"
"x83","muskets bound together, completed this magnificent display of"
"x83","brilliance. Models of cannon, bronze castings, sights covered with"
"x83","dents, plates battered by the shots of the Gun Club, assortments of"
"x83","rammers and sponges, chaplets of shells, wreaths of projectiles,"
"x83","garlands of howitzers—in short, all the apparatus of the artillerist,"
"x83","enchanted the eye by this wonderful arrangement and induced a kind of"
"x83","belief that their real purpose was ornamental rather than deadly."
"x83",""
"x83","At the further end of the saloon the president, assisted by four"
"x83","secretaries, occupied a large platform. His chair, supported by a"
"x83","carved gun-carriage, was modeled upon the ponderous proportions of a"
"x83","32-inch mortar. It was pointed at an angle of ninety degrees, and"
"x83","suspended upon truncheons, so that the president could balance himself"
"x83","upon it as upon a rocking-chair, a very agreeable fact in the very hot"
"x83","weather. Upon the table (a huge iron plate supported upon six"
"x83","carronades) stood an inkstand of exquisite elegance, made of a"
"x83","beautifully chased Spanish piece, and a sonnette, which, when required,"
"x83","could give forth a report equal to that of a revolver. During violent"
"x83","debates this novel kind of bell scarcely sufficed to drown the clamor"
"x83","of these excitable artillerists."
"x83",""
"x83","In front of the table benches arranged in zigzag form, like the"
"x83","circumvallations of a retrenchment, formed a succession of bastions and"
"x83","curtains set apart for the use of the members of the club; and on this"
"x83","especial evening one might say, “All the world was on the ramparts.”"
"x83","The president was sufficiently well known, however, for all to be"
"x83","assured that he would not put his colleagues to discomfort without some"
"x83","very strong motive."
"x83",""
"x83","Impey Barbicane was a man of forty years of age, calm, cold, austere;"
"x83","of a singularly serious and self-contained demeanor, punctual as a"
"x83","chronometer, of imperturbable temper and immovable character; by no"
"x83","means chivalrous, yet adventurous withal, and always bringing practical"
"x83","ideas to bear upon the very rashest enterprises; an essentially New"
"x83","Englander, a Northern colonist, a descendant of the old anti-Stuart"
"x83","Roundheads, and the implacable enemy of the gentlemen of the South,"
"x83","those ancient cavaliers of the mother country. In a word, he was a"
"x83","Yankee to the backbone."
"x83",""
"x83","Barbicane had made a large fortune as a timber merchant. Being"
"x83","nominated director of artillery during the war, he proved himself"
"x83","fertile in invention. Bold in his conceptions, he contributed"
"x83","powerfully to the progress of that arm and gave an immense impetus to"
"x83","experimental researches."
"x83",""
"x83","He was personage of the middle height, having, by a rare exception in"
"x83","the Gun Club, all his limbs complete. His strongly marked features"
"x83","seemed drawn by square and rule; and if it be true that, in order to"
"x83","judge a man’s character one must look at his profile, Barbicane, so"
"x83","examined, exhibited the most certain indications of energy, audacity,"
"x83","and _sang-froid_."
"x83",""
"x83","At this moment he was sitting in his armchair, silent, absorbed, lost"
"x83","in reflection, sheltered under his high-crowned hat—a kind of black"
"x83","cylinder which always seems firmly screwed upon the head of an"
"x83","American."
"x83",""
"x83","Just when the deep-toned clock in the great hall struck eight,"
"x83","Barbicane, as if he had been set in motion by a spring, raised himself"
"x83","up. A profound silence ensued, and the speaker, in a somewhat emphatic"
"x83","tone of voice, commenced as follows:"
"x83",""
"x83","“My brave, colleagues, too long already a paralyzing peace has plunged"
"x83","the members of the Gun Club in deplorable inactivity. After a period of"
"x83","years full of incidents we have been compelled to abandon our labors,"
"x83","and to stop short on the road of progress. I do not hesitate to state,"
"x83","baldly, that any war which would recall us to arms would be welcome!”"
"x83","(_Tremendous applause!_) “But war, gentlemen, is impossible under"
"x83","existing circumstances; and, however we may desire it, many years may"
"x83","elapse before our cannon shall again thunder in the field of battle. We"
"x83","must make up our minds, then, to seek in another train of ideas some"
"x83","field for the activity which we all pine for.”"
"x83",""
"x83","The meeting felt that the president was now approaching the critical"
"x83","point, and redoubled their attention accordingly."
"x83",""
"x83","“For some months past, my brave colleagues,” continued Barbicane, “I"
"x83","have been asking myself whether, while confining ourselves to our own"
"x83","particular objects, we could not enter upon some grand experiment"
"x83","worthy of the nineteenth century; and whether the progress of artillery"
"x83","science would not enable us to carry it out to a successful issue. I"
"x83","have been considering, working, calculating; and the result of my"
"x83","studies is the conviction that we are safe to succeed in an enterprise"
"x83","which to any other country would appear wholly impracticable. This"
"x83","project, the result of long elaboration, is the object of my present"
"x83","communication. It is worthy of yourselves, worthy of the antecedents of"
"x83","the Gun Club; and it cannot fail to make some noise in the world.”"
"x83",""
"x83","A thrill of excitement ran through the meeting."
"x83",""
"x83","Barbicane, having by a rapid movement firmly fixed his hat upon his"
"x83","head, calmly continued his harangue:"
"x83",""
"x83","“There is no one among you, my brave colleagues, who has not seen the"
"x83","Moon, or, at least, heard speak of it. Don’t be surprised if I am about"
"x83","to discourse to you regarding the Queen of the Night. It is perhaps"
"x83","reserved for us to become the Columbuses of this unknown world. Only"
"x83","enter into my plans, and second me with all your power, and I will lead"
"x83","you to its conquest, and its name shall be added to those of the"
"x83","thirty-six states which compose this Great Union.”"
"x83",""
"x83","“Three cheers for the Moon!” roared the Gun Club, with one voice."
"x83",""
"x83","“The moon, gentlemen, has been carefully studied,” continued Barbicane;"
"x83","“her mass, density, and weight; her constitution, motions, distance, as"
"x83","well as her place in the solar system, have all been exactly"
"x83","determined. Selenographic charts have been constructed with a"
"x83","perfection which equals, if it does not even surpass, that of our"
"x83","terrestrial maps. Photography has given us proofs of the incomparable"
"x83","beauty of our satellite; all is known regarding the moon which"
"x83","mathematical science, astronomy, geology, and optics can learn about"
"x83","her. But up to the present moment no direct communication has been"
"x83","established with her.”"
"x83",""
"x83","A violent movement of interest and surprise here greeted this remark of"
"x83","the speaker."
"x83",""
"x83","“Permit me,” he continued, “to recount to you briefly how certain"
"x83","ardent spirits, starting on imaginary journeys, have penetrated the"
"x83","secrets of our satellite. In the seventeenth century a certain David"
"x83","Fabricius boasted of having seen with his own eyes the inhabitants of"
"x83","the moon. In 1649 a Frenchman, one Jean Baudoin, published a ‘Journey"
"x83","performed from the Earth to the Moon by Domingo Gonzalez,’ a Spanish"
"x83","adventurer. At the same period Cyrano de Bergerac published that"
"x83","celebrated ‘Journeys in the Moon’ which met with such success in"
"x83","France. Somewhat later another Frenchman, named Fontenelle, wrote ‘The"
"x83","Plurality of Worlds,’ a _chef-d’œuvre_ of its time. About 1835 a small"
"x83","treatise, translated from the _New York American_, related how Sir John"
"x83","Herschel, having been despatched to the Cape of Good Hope for the"
"x83","purpose of making there some astronomical calculations, had, by means"
"x83","of a telescope brought to perfection by means of internal lighting,"
"x83","reduced the apparent distance of the moon to eighty yards! He then"
"x83","distinctly perceived caverns frequented by hippopotami, green mountains"
"x83","bordered by golden lace-work, sheep with horns of ivory, a white"
"x83","species of deer and inhabitants with membranous wings, like bats. This"
"x83","_brochure_, the work of an American named Locke, had a great sale. But,"
"x83","to bring this rapid sketch to a close, I will only add that a certain"
"x83","Hans Pfaal, of Rotterdam, launching himself in a balloon filled with a"
"x83","gas extracted from nitrogen, thirty-seven times lighter than hydrogen,"
"x83","reached the moon after a passage of nineteen hours. This journey, like"
"x83","all previous ones, was purely imaginary; still, it was the work of a"
"x83","popular American author—I mean Edgar Poe!”"
"x83",""
"x83","“Cheers for Edgar Poe!” roared the assemblage, electrified by their"
"x83","president’s words."
"x83",""
"x83","“I have now enumerated,” said Barbicane, “the experiments which I call"
"x83","purely paper ones, and wholly insufficient to establish serious"
"x83","relations with the Queen of the Night. Nevertheless, I am bound to add"
"x83","that some practical geniuses have attempted to establish actual"
"x83","communication with her. Thus, a few days ago, a German geometrician"
"x83","proposed to send a scientific expedition to the steppes of Siberia."
"x83","There, on those vast plains, they were to describe enormous geometric"
"x83","figures, drawn in characters of reflecting luminosity, among which was"
"x83","the proposition regarding the ‘square of the hypothenuse,’ commonly"
"x83","called the ‘_Ass’s Bridge_’ by the French. ‘Every intelligent being,’"
"x83","said the geometrician, ‘must understand the scientific meaning of that"
"x83","figure. The Selenites, do they exist, will respond by a similar figure;"
"x83","and, a communication being thus once established, it will be easy to"
"x83","form an alphabet which shall enable us to converse with the inhabitants"
"x83","of the moon.’ So spoke the German geometrician; but his project was"
"x83","never put into practice, and up to the present day there is no bond in"
"x83","existence between the Earth and her satellite. It is reserved for the"
"x83","practical genius of Americans to establish a communication with the"
"x83","sidereal world. The means of arriving thither are simple, easy,"
"x83","certain, infallible—and that is the purpose of my present proposal.”"
"x83",""
"x83","A storm of acclamations greeted these words. There was not a single"
"x83","person in the whole audience who was not overcome, carried away, lifted"
"x83","out of himself by the speaker’s words!"
"x83",""
"x83","Long-continued applause resounded from all sides."
"x83",""
"x83","As soon as the excitement had partially subsided, Barbicane resumed his"
"x83","speech in a somewhat graver voice."
"x83",""
"x83","“You know,” said he, “what progress artillery science has made during"
"x83","the last few years, and what a degree of perfection firearms of every"
"x83","kind have reached. Moreover, you are well aware that, in general terms,"
"x83","the resisting power of cannon and the expansive force of gunpowder are"
"x83","practically unlimited. Well! starting from this principle, I ask myself"
"x83","whether, supposing sufficient apparatus could be obtained constructed"
"x83","upon the conditions of ascertained resistance, it might not be possible"
"x83","to project a shot up to the moon?”"
"x83",""
"x83","At these words a murmur of amazement escaped from a thousand panting"
"x83","chests; then succeeded a moment of perfect silence, resembling that"
"x83","profound stillness which precedes the bursting of a thunderstorm. In"
"x83","point of fact, a thunderstorm did peal forth, but it was the thunder of"
"x83","applause, or cries, and of uproar which made the very hall tremble. The"
"x83","president attempted to speak, but could not. It was fully ten minutes"
"x83","before he could make himself heard."
"x83",""
"x83","“Suffer me to finish,” he calmly continued. “I have looked at the"
"x83","question in all its bearings, I have resolutely attacked it, and by"
"x83","incontrovertible calculations I find that a projectile endowed with an"
"x83","initial velocity of 12,000 yards per second, and aimed at the moon,"
"x83","must necessarily reach it. I have the honor, my brave colleagues, to"
"x83","propose a trial of this little experiment.”"
"x83",""
"x83",""
"x83",""
"x83",""
"x83","CHAPTER III."
"x83","EFFECT OF THE PRESIDENT’S COMMUNICATION"
"x83",""
"x83",""
"x83","It is impossible to describe the effect produced by the last words of"
"x83","the honorable president—the cries, the shouts, the succession of roars,"
"x83","hurrahs, and all the varied vociferations which the American language"
"x83","is capable of supplying. It was a scene of indescribable confusion and"
"x83","uproar. They shouted, they clapped, they stamped on the floor of the"
"x83","hall. All the weapons in the museum discharged at once could not have"
"x83","more violently set in motion the waves of sound. One need not be"
"x83","surprised at this. There are some cannoneers nearly as noisy as their"
"x83","own guns."
"x83",""
"x83","Barbicane remained calm in the midst of this enthusiastic clamor;"
"x83","perhaps he was desirous of addressing a few more words to his"
"x83","colleagues, for by his gestures he demanded silence, and his powerful"
"x83","alarum was worn out by its violent reports. No attention, however, was"
"x83","paid to his request. He was presently torn from his seat and passed"
"x83","from the hands of his faithful colleagues into the arms of a no less"
"x83","excited crowd."
"x83",""
"x83","Nothing can astound an American. It has often been asserted that the"
"x83","word “impossible” is not a French one. People have evidently been"
"x83","deceived by the dictionary. In America, all is easy, all is simple; and"
"x83","as for mechanical difficulties, they are overcome before they arise."
"x83","Between Barbicane’s proposition and its realization no true Yankee"
"x83","would have allowed even the semblance of a difficulty to be possible. A"
"x83","thing with them is no sooner said than done."
"x83",""
"x83","The triumphal progress of the president continued throughout the"
"x83","evening. It was a regular torchlight procession. Irish, Germans,"
"x83","French, Scotch, all the heterogeneous units which make up the"
"x83","population of Maryland shouted in their respective vernaculars; and the"
"x83","“vivas,” “hurrahs,” and “bravos” were intermingled in inexpressible"
"x83","enthusiasm."
"x83",""
"x83","Just at this crisis, as though she comprehended all this agitation"
"x83","regarding herself, the moon shone forth with serene splendor, eclipsing"
"x83","by her intense illumination all the surrounding lights. The Yankees all"
"x83","turned their gaze toward her resplendent orb, kissed their hands,"
"x83","called her by all kinds of endearing names. Between eight o’clock and"
"x83","midnight one optician in Jones’-Fall Street made his fortune by the"
"x83","sale of opera-glasses."
"x83",""
"x83","Midnight arrived, and the enthusiasm showed no signs of diminution. It"
"x83","spread equally among all classes of citizens—men of science,"
"x83","shopkeepers, merchants, porters, chair-men, as well as “greenhorns,”"
"x83","were stirred in their innermost fibres. A national enterprise was at"
"x83","stake. The whole city, high and low, the quays bordering the Patapsco,"
"x83","the ships lying in the basins, disgorged a crowd drunk with joy, gin,"
"x83","and whisky. Every one chattered, argued, discussed, disputed,"
"x83","applauded, from the gentleman lounging upon the barroom settee with his"
"x83","tumbler of sherry-cobbler before him down to the waterman who got drunk"
"x83","upon his “knock-me-down” in the dingy taverns of Fell Point."
"x83",""
"x83","About two A.M., however, the excitement began to subside. President"
"x83","Barbicane reached his house, bruised, crushed, and squeezed almost to a"
"x83","mummy. Hercules could not have resisted a similar outbreak of"
"x83","enthusiasm. The crowd gradually deserted the squares and streets. The"
"x83","four railways from Philadelphia and Washington, Harrisburg and"
"x83","Wheeling, which converge at Baltimore, whirled away the heterogeneous"
"x83","population to the four corners of the United States, and the city"
"x83","subsided into comparative tranquility."
"x83",""
